external_gene_name,logfc,padj
AC099685.1,-4.9,0.3722
UNC5D,-3.4,0.9538
AC090740.1,-3,0.32
LSM12P1,7.8,0.5653
AC105230.1,-3,0.6927
AC124290.1,5.4,0.9589
AC124290.2,-0.3,0.192
AC124290.3,8.4,0.6363
MTCYBP19,10,0.8289
MTND6P19,0.2,0.2786
MTND5P41,-4.1,0.2554
AP006245.1,-6.2,0.6865
RNU6-533P,9.4,0.2685
AP006245.2,-1,0.5919
AC090809.1,-3.1,0.248
RPL23P10,-3.4,0.6914
RNA5SP264,-7.3,0.9769
KCNU1,9.3,0.434
AC124076.1,6.1,0.1355
TPT1P8,-6.8,0.3962
AC090453.1,-2.5,0.7941
AC092818.1,8.3,0.3515
SMARCE1P4,5.1,0.6126
AC091182.1,-8.7,0.2019
AC091182.2,4,0.9091
LINC01605,0.8,0.8809
AC124067.1,-5,0.4023
AC124067.2,9.7,0.9121
AC124067.3,-4.2,0.6712
AC124067.4,-5.7,0.8823
AC137579.2,-9.2,0.6103
AC137579.1,1.8,0.0142
RNU6-607P,-6.8,0.7892
ZNF703,3.8,0.1373
AC138356.3,7.5,0.7518
AC138356.1,-3.8,0.9465
ERLIN2,6.5,0.8155
AC138356.2,-1.6,0.5657
PLPBP,4.6,0.5622
ADGRA2,-7.3,0.0668
BRF2,-6.3,0.0983
AC130304.1,-0.6,0.1033
RAB11FIP1,-5.4,0.6703
RN7SL709P,-0.8,0.325
GOT1L1,-5,0.9378
AC144573.1,5.6,0.9835
ADRB3,-0.4,0.4007
RPL12P48,4.6,0.8486
EIF4EBP1,2.4,0.2497
AP006545.1,8.2,0.0034
AP006545.3,-1.8,0.329
AP006545.2,5.1,0.932
ASH2L,2.5,0.207
RNU6-988P,-3.8,0.8939
AC084024.1,-9.3,0.4125
STAR,-0.1,0.1003
AC084024.3,-8.6,0.1888
LSM1,8.1,0.4167
RNU6-323P,3.8,0.4262
BAG4,-0.1,0.0333
AC084024.2,9.5,0.5923
AC084024.4,-6.9,0.5972
DDHD2,-4.8,0.5167
PLPP5,6.1,0.7899
NSD3,-3.2,0.8142
AC087362.2,6.4,0.1093
AC087362.1,5.9,0.2494
AC087623.2,5.3,0.6321
LETM2,7.9,0.9351
FGFR1,-4.1,0.5197
AC087623.3,-7.1,0.1481
AC087623.1,-9.7,0.6619
RPS20P22,-1.1,0.1077
C8orf86,-9.4,0.9495
AC069120.1,7.7,0.1046
RNF5P1,-8.4,0.1045
AC016813.2,0.9,0.4054
TACC1,6.5,0.8565
AC016813.1,7.6,0.6061
AC067817.1,8.9,0.0889
AC067817.2,-8.6,0.5631
PLEKHA2,9,0.3198
AC108863.1,3.2,0.2308
HTRA4,-6.9,0.2072
TM2D2,-3.6,0.6958
ADAM9,7.2,0.9026
SNORD38D,1.3,0.0163
SNORD38D,-5.9,0.9661
ADAM32,8.2,0.2959
RPL3P10,9.6,0.3084
AC105185.1,1.4,0.9582
ADAM5,-9.3,0.1691
ADAM3A,1,0.0359
AC123767.1,-3.7,0.3585
ADAM18,-6.8,0.5085
ADAM2,0,0.5613
AP005902.2,-3.8,0.5481
AP005902.1,2.7,0.3898
IDO1,5.6,0.7486
AC007991.3,6,0.4553
AC007991.2,-9.5,0.8355
AC007991.4,-7.5,0.5744
IDO2,6.4,0.0874
AC007991.1,-3.9,0.744
AC022733.1,-8.6,0.7592
AC087518.1,8.1,0.3968
LINC02866,-1.9,0.8342
TCIM,-8.7,0.3267
SIRLNT,3.8,0.0993
AC105999.1,9.8,0.076
AC010857.1,-8.6,0.5467
ZMAT4,-6.5,0.0615
AC048387.1,-5.8,0.6871
RNU6-356P,2,0.0472
SFRP1,6.1,0.2498
MIR548AO,0.1,0.2458
RPS29P2,-8.7,0.7619
AC104393.1,8.6,0.5841
RNU6-895P,-2.4,0.5651
SNORD65B,9.8,0.2059
AC016868.1,3.9,0.4237
GOLGA7,0.7,0.515
AC009630.1,-9.7,0.7301
KRT18P37,0.8,0.0032
GINS4,8,0.3229
AC009630.2,-3.9,0.3712
AC009630.4,2.5,0.9556
GPAT4,1.8,0.0242
AC009630.3,5.1,0.693
NKX6-3,4.9,0.2317
ANK1,0.6,0.1911
MIR486-1,8.8,0.0954
MIR486-2,6.3,0.7888
AC113133.1,-6,0.1395
Y_RNA,9.1,0.0369
AC027702.1,-8.9,0.7899
RN7SL149P,-3.7,0.2225
KAT6A,7.3,0.0161
AC090571.1,2.5,0.1358
AC103724.1,-5.4,0.2457
AC103724.2,-4,0.9154
AC103724.4,5.5,0.1581
AC103724.3,-6.9,0.1174
AP3M2,-0.8,0.557
PLAT,-6.1,0.9711
AC083973.1,2.1,0.3806
IKBKB,2.9,0.5584
POLB,-6.4,0.6715
RPL5P23,-5.8,0.2155
DKK4,-4,0.3619
VDAC3,9.3,0.6447
SLC20A2,-3.8,0.3581
AC093367.1,-9,0.0736
AC090739.1,6,0.7175
SMIM19,-2.3,0.6233
CHRNB3,2.4,0.0882
AC103843.1,-3.1,0.9131
AC103843.2,-6.4,0.5678
CHRNA6,8.1,0.961
THAP1,-0.4,0.6566
AC087533.1,6,0.8754
RNF170,-4.4,0.5726
RNF170,6.9,0.5561
RN7SL806P,-3.3,0.4518
MIR4469,1.6,0.3588
HOOK3,3.3,0.7733
Y_RNA,6.7,0.2829
AC110275.1,-1,0.8598
FNTA,1.1,0.4412
RNU1-124P,-6.6,0.8198
POMK,-10,0.853
AC113191.1,-10,0.8626
HGSNAT,8.5,0.7868
VN1R46P,9.2,0.7564
AC022616.6,2.4,0.7351
AC022616.8,1.2,0.4308
AC022616.4,-7.5,0.5916
AC022616.3,-7.4,0.6648
AFG3L2P1,7,0.1377
AC022616.2,5.2,0.215
AC022616.5,0.1,0.9733
POTEA,0.4,0.7698
POTEA,-2.7,0.9898
POTEA,-9.7,0.0927
POTEA,7.7,0.2332
POTEA,3.4,0.5109
POTEA,-5,0.3397
POTEA,-6,0.9228
POTEA,5.7,0.1236
POTEA,0.1,0.6403
RNU6-104P,4.4,0.1107
AC022616.9,5.7,0.7723
AC022616.7,6.4,0.1346
AC022616.1,6.7,0.6116
AC134698.1,8,0.1033
AC134698.4,3.4,0.943
AC134698.3,3,0.5929
SNX18P27,2,0.2287
AC134698.5,5.7,0.3808
CYP4F44P,-5,0.8001
AC134698.2,-1.3,0.0037
AC139365.2,1.7,0.2829
AC139365.1,-0.6,0.5396
AC118650.1,9.4,0.3689
HSPA8P13,-1.1,0.2531
ASNSP1,7.5,0.4752
AC104576.1,9.7,0.0368
ASNSP4,-0.1,0.6398
AC021451.1,0.8,0.8833
TRIM60P15,-9.1,0.7283
AC021451.2,9.6,0.1652
AC021451.3,-2.2,0.9456
LINC00293,-3.6,0.1667
MTND2P38,2.3,0.4297
MTND1P7,-8.6,0.1005
RNU6-656P,-2.5,0.3698
MTCYBP20,-1.1,0.6585
MTND6P20,9.6,0.2338
AC091163.3,-8.2,0.7789
AC091163.1,-8,0.5223
AC091163.2,-2,0.7632
MAPK6P4,5.4,0.6093
RN7SKP32,-5.9,0.6107
AC120036.1,-1.3,0.6885
AC120036.5,-9.5,0.2926
RNU6-819P,-8,0.5876
RPL10AP2,8.7,0.5581
NDUFA5P12,-5.1,0.5126
AC120036.3,6.2,0.4391
AC120036.4,-2.7,0.1444
ATP6V1G1P2,1.9,0.2389
AC120036.2,-2.3,0.7876
IGLV8OR8-1,-9.9,0.3182
SPIDR,0.3,0.3674
AC024451.2,-2.7,0.228
AC024451.4,2.8,0.0681
AC024451.1,9.5,0.7429
AC024451.3,-3.7,0.4597
RNU6-665P,3.1,0.6948
CEBPD,7.9,0.3013
PRKDC,-0.1,0.6071
Y_RNA,-7.9,0.1366
AC021236.1,-8.3,0.8978
MCM4,3.7,0.0365
RNU6-519P,4.2,0.1931
UBE2V2,9,0.5848
AC104989.1,-6.5,0.6773
IDI1P2,-2.8,0.4784
RNU6-295P,-5.3,0.7019
RNA5SP531,3.7,0.3334
RPL29P19,1.6,0.4212
AC041040.1,-8.3,0.8582
AC026904.1,-5.1,0.6706
AC026904.2,-7.4,0.6662
AC022915.2,-3.6,0.4232
LINC02599,7.6,0.2865
LINC02847,5.7,0.8166
AC022915.1,-7.8,0.3512
AC022915.3,0.8,0.5946
EFCAB1,-7.5,0.2703
AC100805.1,-9.3,0.3029
AC013701.1,-6.6,0.4331
SNAI2,-7.3,0.1056
AC013701.2,6.4,0.0481
AC044893.2,-6.1,0.3897
PPDPFL,-4.8,0.5709
AC044893.1,0.4,0.537
RN7SKP294,6.2,0.8012
RFPL4AP7,4.5,0.0032
AC090155.2,9.1,0.9574
AC090155.1,-5.2,0.4096
PSAT1P1,-3.6,0.9935
AC113145.1,-0.1,0.1796
AC023762.1,8,0.5191
SNTG1,7.7,0.4653
AC090539.1,9.5,0.6796
AC090539.2,9.8,0.0957
CYCSP22,1.8,0.584
AC087272.1,6.4,0.9865
AC090919.1,-2.3,0.1669
AC012413.1,8.2,0.1951
PXDNL,4.6,0.2031
BRIX1P1,1.1,0.1147
BTF3P1,6.9,0.7675
AC090186.1,-6.5,0.8815
PCMTD1,0.4,0.3209
AC103769.1,-5.2,0.961
AC064807.1,-7,0.1351
AC064807.4,2,0.4645
AC064807.2,-2.3,0.6428
AC064807.3,6.8,0.7463
ST18,9.8,0.7406
AC021915.2,-9.2,0.3559
AC021915.1,-8.9,0.8207
AC103831.1,7,0.3797
RPL34P17,4.8,0.2893
ALKAL1,-8.7,0.1941
RB1CC1,9.3,0.5809
AC113139.1,0.7,0.4972
NPBWR1,-4.8,0.5403
AC009800.1,-7.3,0.9474
AC009646.1,-0.7,0.927
AC009646.2,0.9,0.2159
OPRK1,3,0.7697
AC131902.1,4.2,0.3368
AC022034.3,8,0.062
AC131902.2,-3.3,0.5027
AC022034.1,-7.8,0.6182
AC022034.4,-3.2,0.3022
AC022034.2,5.6,0.8679
MAPK6P1,-4.3,0.2952
AC103778.1,-9.9,0.9681
ATP6V1H,-7.1,0.4321
RGS20,6.4,0.1739
AC113194.1,2.1,0.5048
RPS27AP13,-9.2,0.1555
RNU6-1331P,5.3,0.6305
TCEA1,5.2,0.2553
AC100821.1,9.4,0.7743
AC100821.2,2.3,0.2195
LYPLA1,-5.4,0.6924
TDGF1P5,2.6,0.5533
Metazoa_SRP,8.2,0.3918
MRPL15,-4.8,0.7015
RNU6ATAC32P,4.8,0.1546
AC060764.1,-0.7,0.3091
AC044836.1,-2.4,0.3842
RNU105C,-2.5,0.6045
AC027250.1,-8.3,0.2379
AC027250.2,-5.9,0.9477
RN7SL250P,6.8,0.0643
SOX17,-3.2,0.617
AC091076.1,-2.7,0.666
TRMT112P7,-7.2,0.5037
RP1,-5.1,0.0981
SEC11B,-8.7,0.1984
AC090151.1,-2.5,0.1832
AC084834.1,-8.9,0.6885
XKR4,-10,0.1264
AC022679.2,-5.8,0.7509
AC022679.1,9.3,0.3288
SBF1P1,-2.3,0.1082
AC090200.1,-0.6,0.461
TMEM68,-9.3,0.5261
RNA5SP265,3.6,0.4217
TGS1,8.1,0.6679
LYN,-9.5,0.0436
AC018607.1,-1.9,0.5633
SNORA1B,-9.9,0.0399
RN7SL798P,-4.4,0.6666
RN7SL323P,-2.7,0.6912
AC046176.1,4.5,0.7173
RPS20,-8.4,0.4893
SNORD54,6.7,0.2039
CERNA3,-8.7,0.9751
NPM1P21,6,0.1613
MOS,9.7,0.0072
AC107376.1,-2.4,0.9599
PLAG1,-8.6,0.1696
CHCHD7,3.5,0.3417
AC107952.2,-0.2,0.281
AC107952.1,-7.7,0.0741
SDR16C5,5,0.9929
SDR16C6P,5.4,0.3092
PENK,2.8,0.9584
AC012349.1,-5.4,0.4575
SEPTIN10P1,-7.5,0.6576
LINC00968,2.8,0.0556
AC013644.1,-6.6,0.4261
RPL37P6,-9.6,0.7248
AC009597.1,-2,0.427
AC009597.2,8.9,0.7908
RNU6-13P,-0.5,0.7232
BPNT2,-3.8,0.9743
RNA5SP266,-7.8,0.0897
LINC01606,3.8,0.9285
AC025674.1,8.4,0.9109
AC025674.2,3.8,0.0407
LINC00588,6.1,0.8948
RNU6-596P,1,0.307
AC068075.1,7.5,0.645
RPL30P10,-1,0.3639
AC068075.2,-1,0.979
AC090796.1,2.4,0.3339
AC104051.1,-9.1,0.3315
AC104051.2,-4.5,0.4217
LINC01602,-2.4,0.1682
AC012103.1,9.6,0.8516
FAM110B,4.4,0.468
AC104350.1,-7.2,0.1085
AC027698.1,8.1,0.3862
RPL26P26,-3.7,0.2095
AC092819.3,-9.8,0.8014
AC092819.1,-5.8,0.7442
AC092819.2,-5.9,0.6264
UBXN2B,3.4,0.3238
AC009927.1,-5.9,0.5376
CYP7A1,5.9,0.5303
PPIAP85,5.5,0.4435
SDCBP,0.6,0.9131
NSMAF,-2.7,0.6654
AC068522.1,3.4,0.1367
TOX,-8.8,0.5517
RNU4-50P,5.7,0.7258
AC105150.1,-6.9,0.6206
AC090152.1,-0.2,0.4794
AC087698.1,2.4,0.0913
RNA5SP267,4.7,0.345
AC087664.3,-8,0.1331
AC087664.1,-8.7,0.119
AC087664.2,-4.8,0.2442
AC107934.1,7,0.5253
AC107934.2,1.6,0.4815
AC022709.1,-6.6,0.2728
AC021393.1,-2.8,0.6556
SLC2A13P1,1.9,0.7995
CA8,-5.8,0.7321
LINC01301,-5.7,0.7039
PDCL3P1,-7.6,0.5326
RAB2A,-3,0.2867
AC068389.3,6.7,0.8184
AC068389.1,5.5,0.0316
AC068389.2,2.9,0.8486
CHD7,2.9,0.5545
AC113143.1,9.8,0.5443
AC113143.2,-0.5,0.1088
IFITM3P8,5.3,0.748
AC022182.1,3.2,0.1069
AC022182.3,7.6,0.3613
AC022182.2,-9.3,0.8837
CLVS1,3.8,0.9904
NPM1P6,-7.9,0.4774
AC023866.2,5.8,0.5953
AC023866.1,-1.5,0.8933
ASPH,3.9,0.9912
KRT8P3,-6.1,0.1755
RN7SKP97,5.4,0.1911
MIR4470,-2.1,0.9917
AC091173.1,1.6,0.4454
LINC02842,5.3,0.7193
AC025524.1,-2.7,0.6186
NARS1P2,2.4,0.4009
LINC02155,9.9,0.2475
C1GALT1P3,9.3,0.1803
AC104852.1,-5.8,0.7335
AC023095.1,-6.4,0.3088
NKAIN3,-2.6,0.5368
AC018861.2,-9.7,0.6967
AC018861.1,7,0.1628
AC090577.1,6.4,0.5175
XRCC6P4,5.3,0.6861
SRPK2P,-1,0.0346
AC120042.1,9.4,0.6582
GGH,-0.1,0.165
AC120042.2,1.7,0.1475
TTPA,-3,0.1882
AC011978.1,7.5,0.89
YTHDF3-AS1,-4.1,0.4917
YTHDF3,-2.7,0.8633
AC011978.2,-0.3,0.0642
RN7SL135P,-1.7,0.5898
AC011124.1,-6.2,0.5767
IFITM8P,-1.9,0.2611
AC011124.2,6.8,0.3122
AC018953.1,-7.7,0.7202
RN7SKP135,4.4,0.6054
AC018953.2,-1.9,0.2078
LINC01414,8,0.8329
AC069133.1,1.2,0.4877
LINC01289,-0.3,0.5718
COX6CP8,-6.8,0.73
MIR124-2HG,4.2,0.5604
MIR124-2,9.5,0.083
AC012535.1,6,0.8848
AC090136.1,8.8,0.3359
AC090136.2,-2.8,0.4699
AC090136.3,-7.8,0.7112
BHLHE22,-2.6,0.6432
CYP7B1,9.5,0.431
AC104232.2,-6.3,0.2267
AC104232.3,9.9,0.1482
AC104232.1,-9.2,0.6144
AC087808.1,-9.2,0.4987
RPL31P41,-0.9,0.3749
LINC00251,-6.5,0.4925
PPIAP86,3.2,0.5121
LINC01299,7.1,0.3796
AC100814.1,8.7,0.7275
Y_RNA,1.9,0.9004
ARMC1,2.9,0.0719
MTFR1,1.3,0.294
AC055822.1,9.3,0.0934
PDE7A,0.9,0.0538
AC100812.1,1.2,0.0422
DNAJC5B,4.9,0.9271
AC084082.1,-0.8,0.1947
TRIM55,10,0.8995
CRH,-3.9,0.7664
LINC00967,7,0.826
AC009879.4,-3.9,0.2552
RRS1-AS1,1.3,0.5685
RRS1,-6.3,0.7649
AC009879.2,2.2,0.7885
AC009879.3,6.1,0.8098
ADHFE1,3.4,0.4978
AC009879.1,1.1,0.1891
VXN,-2.6,0.4271
RNU6-1324P,8.1,0.9214
MYBL1,-9.4,0.9534
VCPIP1,-2.1,0.8433
Y_RNA,-4.6,0.2793
C8orf44,1.2,0.5972
C8orf44-SGK3,-5.3,0.2031
SGK3,7,0.7763
PTTG3P,-5.1,0.6886
MCMDC2,3.1,0.3834
SNHG6,-2.4,0.7218
SNORD87,-7.9,0.9088
TCF24,-5.7,0.7246
PPP1R42,8.5,0.4991
AC110998.1,-2.3,0.4003
COPS5,2.4,0.0059
CSPP1,-0.1,0.8488
RNA5SP268,-2.2,0.7813
AC087359.1,-7.3,0.864
ARFGEF1,-9.8,0.2096
AC021321.2,2.5,0.0444
AC021321.1,2.9,0.5675
AC011037.1,1.7,0.5739
CPA6,-7.8,0.2541
NACAP10,-9.8,0.5201
AC022874.1,-0.4,0.0445
NDUFS5P6,7.2,0.6699
PREX2,3.7,0.4443
AC011853.2,-8.9,0.8531
AC011853.1,-1.6,0.0924
Y_RNA,0.3,0.7894
RPL31P40,6,0.2181
C8orf34-AS1,-9.8,0.773
C8orf34,-1.3,0.9272
RPS15AP25,5.2,0.5823
RNA5SP269,-9.1,0.7562
AC083967.1,-7.1,0.0371
LINC01592,-2,0.2649
RNU7-102P,-6.7,0.7565
AF201337.1,-3,0.474
AC021785.1,1.4,0.485
LINC01603,-5,0.8833
AC022790.1,0,0.0804
SULF1,1.5,0.0813
SLCO5A1,-2.9,0.0511
RN7SKP29,-9.9,0.9634
AC091047.1,7.7,0.0699
AC079089.3,5.8,0.271
AC079089.1,3.3,0.8919
Metazoa_SRP,8.6,0.6207
AC079089.2,3.6,0.1613
RN7SL675P,-9.8,0.8061
RNA5SP270,3.4,0.2729
AC090574.1,-5,0.8436
SDCBPP2,-3.7,0.5428
SUMO2P20,7.5,0.6295
PRDM14,7,0.9334
RNU1-101P,-1.5,0.5839
H2AZP2,7,0.4159
NCOA2,2.2,0.7909
BTF3P12,-7.5,0.0916
RNY3P14,-6,0.4377
AC022730.2,6.8,0.184
AC022730.3,-9.4,0.3873
AC022730.4,-5.9,0.2484
RN7SL203P,5.4,0.5006
AC022730.1,-9,0.9872
AC120194.1,9.3,0.952
TRAM1,5.5,0.45
LACTB2-AS1,2.6,0.0309
LACTB2,-2,0.6806
RN7SL19P,-5,0.0871
XKR9,-8.4,0.0545
AC015687.1,9.5,0.7782
Y_RNA,0.6,0.6618
AC022858.1,5.2,0.0833
EYA1,1.9,0.564
TRAPPC2P2,0.3,0.6041
AC009446.1,-7.4,0.5816
AC104012.1,7.7,0.3151
U8,6.4,0.564
MSC-AS1,7.7,0.1239
MSC,-2.7,0.8012
RPS20P20,-4.4,0.5307
TRPA1,9.5,0.2971
AC078906.1,-4.9,0.329
AC022905.1,-2.4,0.4475
RNA5SP271,5.4,0.2437
AC124293.1,-4.8,0.0361
AC011131.1,-4.9,0.7153
KCNB2,-4.6,0.7128
HAUS1P3,0.8,0.0032
AC013562.2,6.8,0.3128
AC013562.1,-5.5,0.9574
AC090735.1,-5.7,0.1288
AC022893.2,-6.1,0.8826
TERF1,-9.9,0.6884
RNU6-285P,8.8,0.4442
AC022893.3,0.3,0.8084
AC022893.1,2.6,0.5127
SBSPON,7.9,0.4056
AC100823.1,8.5,0.9607
AC100823.2,-10,0.4882
C8orf89,-7.9,0.1743
PRXL2AP2,5.3,0.8377
RPL7,-5.4,0.8075
RDH10,0.4,0.5991
RDH10-AS1,9.2,0.6548
AC111149.1,-4.4,0.8279
AC111149.2,0.3,0.2913
STAU2-AS1,-5.8,0.2138
STAU2,7.1,0.2657
AC018620.1,3.6,0.0968
AC100784.1,0.4,0.1479
VENTXP6,2.2,0.5257
AC027018.1,0.8,0.1788
AC022826.2,-8.9,0.4903
UBE2W,0.7,0.6334
AC022826.1,-6,0.5713
RN7SL760P,2.8,0.7557
AC022868.2,-5.5,0.2396
GYG1P1,4.3,0.4795
ELOC,1.1,0.8802
TMEM70,-6.9,0.177
RPS20P21,5.9,0.2371
AC022868.1,4.5,0.2394
LY96,-2.6,0.471
RNU6-1300P,0.5,0.6029
AC087672.2,-9.4,0.8104
RPS3AP32,-4.5,0.2672
RNU6-1197P,-7.6,0.8065
AC087627.1,0.1,0.0446
AC087672.1,-9.7,0.1056
JPH1,-1.5,0.4242
GDAP1,-4.6,0.2467
AC103952.2,6.1,0.6491
AC103952.1,-8.3,0.5281
MIR5681A,-3.3,0.2932
MIR5681B,-8.8,0.6995
MIR2052HG,9.3,0.6914
AC115837.1,1.1,0.1254
AC115837.2,-1.6,0.2535
MIR2052,6.8,0.8521
AC011632.1,-5.8,0.6615
AC026616.1,-0.2,0.6102
PI15,7.8,0.972
AC011632.2,1.9,0.4222
CRISPLD1,7.2,0.5115
AC100782.1,-6,0.4033
CASC9,-2.8,0.7714
AC022274.1,0.6,0.495
HIGD1AP6,-3,0.4609
PKMP4,-5.2,0.237
HNF4G,7.3,0.3054
AC011029.1,-5,0.7665
RNU2-54P,0.3,0.0274
AC067773.1,4.1,0.2855
LINC01109,-7.2,0.2719
LINC01111,-9.1,0.9
ZFHX4-AS1,5.1,0.8389
AC013509.1,5.7,0.1064
MRPL9P1,-4.9,0.0316
ZFHX4,-1.9,0.51
AC011716.1,-8.3,0.4084
AC023200.1,-5.1,0.757
MIR3149,-8.9,0.574
PEX2,-8.5,0.1442
HIGD1AP18,-1.7,0.1257
AC062004.1,9.4,0.8892
AC084706.1,2.2,0.4403
PKIA-AS1,-5.9,0.0921
RNU6-1220P,7.4,0.4175
PKIA,-4,0.0439
AC068700.1,-3.2,0.4324
AC068700.2,4.7,0.6383
ZC2HC1A,-0.1,0.862
IL7,7.6,0.2122
AC100854.1,4.5,0.2592
THAP12P7,3.9,0.131
AC083837.1,4.8,0.6432
LINC02605,1.1,0.3338
AC138646.1,8.9,0.5206
AC100870.1,-6.4,0.3511
RPL3P9,4.4,0.8238
STMN2,-0.2,0.7897
AC016240.1,-2.3,0.0246
HEY1,7.6,0.9471
LINC01607,7.4,0.8444
AC036214.1,-2.8,0.6341
RNU7-85P,-0.9,0.064
AC036214.4,-3.6,0.6826
MRPS28,-9.7,0.9943
AC036214.3,6.5,0.9464
AC036214.2,-8.4,0.2741
AC009686.2,6.8,0.1502
TPD52,2.9,0.3909
AC009686.1,5.3,0.1483
RN7SL41P,-2.2,0.0869
MIR5708,6.6,0.5087
AC104212.3,2.9,0.5948
AC034114.2,-8.3,0.2552
AC104212.2,-3.3,0.5848
AC104212.1,2,0.596
AC034114.1,9.6,0.7267
RNU6-1213P,-7.5,0.718
AC009812.1,-3.6,0.8348
Y_RNA,6.4,0.0345
ZBTB10,0.6,0.9639
AC009812.3,9.1,0.3487
AC009812.4,5.5,0.1806
RPSAP47,3.9,0.7974
RNU7-174P,-8.2,0.5479
AC009812.2,-4.2,0.3222
RNU2-71P,-3.7,0.8718
SLC25A51P3,-5.4,0.7028
RN7SL107P,8.7,0.284
ZNF704,-4.3,0.532
CKS1BP7,-3.1,0.5636
RNU11-6P,-2.5,0.6746
RN7SL308P,6.4,0.1377
HMGB1P41,4.4,0.2226
AC012533.1,-0.5,0.672
PAG1,7.8,0.5608
AC022778.1,2.5,0.7071
AC079209.2,-4.4,0.3818
AC079209.1,-5,0.317
AC009902.1,9.7,0.7309
UBE2HP1,-5.8,0.3326
AC009902.3,2.8,0.1631
AC009902.2,-9.8,0.8587
FABP5,8.7,0.1434
AC018616.1,-1.7,0.3799
PMP2,3.1,0.2723
FABP9,9.3,0.5637
FABP9,-8.7,0.9039
FABP4,7.4,0.3172
AC023644.1,-1.7,0.1742
FTH1P11,8.6,0.6318
FABP12,5.9,0.9272
IMPA1P1,2.9,0.4835
NIPA2P4,-2.3,0.9863
RPS26P34,1.2,0.8888
SLC10A5P1,-4.8,0.174
IMPA1,-3.4,0.2965
SLC10A5,-0.4,0.392
AC132219.2,4.5,0.2676
ZFAND1,-8.3,0.2787
CHMP4C,-8.9,0.8172
AC132219.1,-6.4,0.9868
SNX16,-6.5,0.6521
HNRNPA1P36,6.7,0.6451
LINC02235,5.5,0.6099
AC060765.2,-9.9,0.9115
LINC02839,-2.4,0.8862
HNRNPA1P4,-2.9,0.6096
AC060765.1,-2.6,0.2226
AC105031.2,8.8,0.1317
AC105031.1,-4.4,0.109
AC090095.1,-9.4,0.022
AC090132.1,9,0.2215
AC090132.2,1.8,0.4861
LINC01419,-7.6,0.2321
AC015522.1,-7.8,0.5903
TPM3P3,-6.3,0.993
AC012400.1,-0.6,0.6218
RALYL,-2.9,0.8605
RNU6-1040P,9.6,0.1941
PSMC2P2,5.2,0.0345
AC009901.1,-9.9,0.5692
AC009901.2,4.9,0.3456
ACTBP6,4.3,0.1158
JCHAINP1,-1.5,0.4737
AC091175.1,6.3,0.8834
LRRCC1,-9,0.7792
AC011773.4,5.1,0.9193
E2F5,-2.8,0.3947
AC011773.1,-7.3,0.3822
RBIS,-9.7,0.524
CA13,-8,0.8571
AC011773.3,-7.8,0.8041
AC011773.2,-7.9,0.5205
CA1,-9.8,0.7294
CA3,9.5,0.2217
CA3-AS1,1.8,0.8211
CA2,-8.4,0.4087
AC084734.1,-5.3,0.1834
AC093331.1,2.5,0.5236
REXO1L8P,-5.3,0.0224
REXO1L3P,-8.3,0.4636
REXO1L1P,-4.8,0.8371
REXO1L12P,-4.5,0.3303
REXO1L11P,8.4,0.9517
REXO1L10P,5.5,0.6018
REXO1L9P,-7.9,0.1131
REXO1L2P,2.5,0.2726
AC232323.1,7.1,0.6664
REXO1L4P,0.3,0.1802
REXO1L5P,-3.5,0.1178
REXO1L6P,2.6,0.1857
AC100801.1,-5.7,0.2745
LINC02849,4.2,0.4032
AC100801.2,-1.1,0.8073
ATP6V0D2,3.2,0.481
AC023194.1,5,0.8839
AC023194.2,0.2,0.5326
PSKH2,-8.7,0.1656
AC023194.3,-7.4,0.5209
AC084128.1,1.4,0.3962
SLC7A13,8.3,0.2923
AC103760.1,-0.6,0.8792
WWP1,-8.4,0.3283
RMDN1,-2,0.2879
NTAN1P2,-4.6,0.9502
SLC2A3P4,-4.3,0.0257
CPNE3,6.5,0.4788
CNGB3,-7.5,0.5376
MIOXP1,-2.2,0.9009
GOLGA2P1,-5.5,0.2861
UBE2Q2P10,3.6,0.5883
AC090572.3,-5.3,0.1339
AC090572.2,4.7,0.3401
AC090572.1,-7.5,0.434
CNBD1,-7.2,0.0473
AF121898.1,9.4,0.0083
VTA1P2,1.1,0.4455
IARS2P1,7.1,0.0262
SOX5P1,6.8,0.182
AC005066.1,8.4,0.4466
DCAF4L2,5.7,0.2609
AC037450.1,-1.9,0.6859
MMP16,-9.4,0.7094
AC090578.1,7.3,0.7065
RNA5SP272,-4,0.887
AC090568.1,-7.9,0.0844
AC090578.2,7.2,0.0207
AC090578.3,5.8,0.0011
RPSAP74,-5.8,0.1913
KRT8P4,-5.8,0.1319
AF117829.1,-0.9,0.8243
RIPK2,-6.9,0.3872
COX6B1P6,2.4,0.451
AF117829.2,-5.7,0.7141
RNU6-925P,3.4,0.6624
OSGIN2,3.4,0.2599
NBN,6.3,0.1961
DECR1,-3.8,0.2305
CALB1,-6.2,0.3977
AC004083.1,-9.5,0.4401
LINC00534,6.3,0.5366
RNA5SP273,-2.2,0.8118
LINC01030,-0.2,0.2893
TMEM64,9.3,0.519
AC106038.1,1.3,0.9252
AC106038.2,-2.3,0.1835
NECAB1,-9.9,0.3462
AC103770.1,0.5,0.3623
C8orf88,-9.1,0.4413
PIP4P2,-9.1,0.3884
AC087439.1,10,0.4792
AC087439.2,1.4,0.6404
OTUD6B-AS1,-6,0.29
OTUD6B,4.2,0.3885
